link,text,username,user,likes,quotes,retweets,comments
https://twitter.com/Tesla/status/1798472011678966221#m,Congrats 4680 Cell Manufacturing team on building their 50 millionth battery cell at Giga Texas!,elonmusk,Tesla,16021,210,2280,725
https://twitter.com/SpaceX/status/1798792222743122164#m,"Starship made a controlled reentry, successfully making it through the phases of peak heating and max aerodynamic pressure and demonstrating the ability to control the vehicle using its flaps while descending through the atmosphere at hypersonic speeds",elonmusk,SpaceX,40744,566,5626,1208
https://twitter.com/SpaceX/status/1798789555342200964#m,"Starship’s fourth flight test launched with ambitious goals, attempting to go farther than any previous test before and begin demonstrating capabilities central to return and reuse of Starship and Super Heavy.   The payload for this test was the data.  Starship delivered →…",elonmusk,SpaceX,36053,263,3921,1073
https://twitter.com/elonmusk/status/1798821071128608972#m,Thanks Cathie,elonmusk,Elon Musk,72415,274,7518,2206
https://twitter.com/tesla_na/status/1798777863082266833#m,Pour one out!   Tesla Mezcal now available in the US → teslamezcal.tesla.com,elonmusk,Tesla North America,6598,131,1129,380
https://twitter.com/elonmusk/status/1798819636181713280#m,,elonmusk,Elon Musk,300163,1565,27590,6905
https://twitter.com/elonmusk/status/1798751837920936278#m,Today was a great day for humanity’s future as a spacefaring civilization!  Nothing unites us more than working together towards inspiring objectives.,elonmusk,Elon Musk,196403,1240,17256,8748
https://twitter.com/elonmusk/status/1798745841836110239#m,Accurate 😂,elonmusk,Elon Musk,152763,481,9310,3508
https://twitter.com/elonmusk/status/1798745564898840872#m,"We did switch to a passive (mostly) glass heat shield, rather than actively-cooled steel, as the latter was heavier, at least according to initial calculations",elonmusk,Elon Musk,10059,35,1033,582
https://twitter.com/elonmusk/status/1798744793478213771#m,"Why is Starship made of stainless steel? This article from 5 years ago explains the reasons.  Worth noting that the ship would have failed on reentry if made of aluminum or carbon fiber, as they can’t take the heat.  https://www.popularmechanics.com/space/rockets/a25953663/elon-musk-spacex-bfr-stainless-steel/",elonmusk,Elon Musk,73280,456,9443,3774
https://twitter.com/elonmusk/status/1798735740018516218#m,🚀🚀 Stainless Steel Rocket 🚀🚀,elonmusk,Elon Musk,118807,693,7445,5911
https://twitter.com/SpaceX/status/1798732434026172509#m,Flight 4 liftoff from Starbase,elonmusk,SpaceX,55308,445,6798,1112
