link,text,username,user,likes,quotes,retweets,comments
https://twitter.com/sama/status/1766290629687157032#m,🩵,sama,Sam Altman,1832,11,82,154
https://twitter.com/sama/status/1764670156993949946#m,"excited for the spirit of this letter, and ron’s leadership in rallying the industry!  progress in ai will be one of the biggest factors in improving people’s quality of life; we need to build it and make it widely available.",sama,Sam Altman,2552,65,247,563
https://twitter.com/sama/status/1764179620486930941#m,the hurricane turns faster and faster but it stays perfectly calm in the eye,sama,Sam Altman,9201,281,746,1017
https://twitter.com/sama/status/1764178151889084558#m,"all of this has happened before, all of this will happen again",sama,Sam Altman,21502,977,2196,2289
https://twitter.com/sama/status/1760473881884987606#m,scaling laws are decided by god; the constants are determined by members of the technical staff,sama,Sam Altman,10716,170,744,1032
https://twitter.com/sama/status/1758348027591590027#m,our comms and legal teams love me so much!,sama,Sam Altman,6937,33,108,309
https://twitter.com/sama/status/1758347811786281355#m,fk it why not 8,sama,Sam Altman,18129,922,921,1631
https://twitter.com/sama/status/1758280295995089393#m,"openai is the most talented and nicest group of people i have ever seen in one place  working on the hardest, most interesting, and most important problems  with all the key resources in place  extremely focused on making AGI  you should perhaps considering joining us",sama,Sam Altman,23117,313,1116,2005
https://twitter.com/sama/status/1758224107852931344#m,1) What,sama,Sam Altman,11644,149,828,672
https://twitter.com/sama/status/1758220311735181384#m,,sama,Sam Altman,44338,1429,4726,1125
https://twitter.com/sama/status/1758219575882301608#m,,sama,Sam Altman,24858,3258,2513,1409
https://twitter.com/sama/status/1758218820542763012#m,,sama,Sam Altman,57120,1789,4847,936
https://twitter.com/sama/status/1758218059716939853#m,,sama,Sam Altman,9562,212,746,338
https://twitter.com/sama/status/1758208227827990943#m,"(have to step out, more videos coming in about 45 mins)",sama,Sam Altman,3184,18,71,295
https://twitter.com/sama/status/1758206987094147252#m,here is a better one:,sama,Sam Altman,6792,203,530,317
https://twitter.com/sama/status/1758206825756000613#m,,sama,Sam Altman,21403,895,2447,694
https://twitter.com/sama/status/1758204717791166848#m,,sama,Sam Altman,4442,121,297,245
https://twitter.com/sama/status/1758200420344955288#m,,sama,Sam Altman,13594,596,1152,635
https://twitter.com/sama/status/1758194016896839834#m,don't hold back on the detail or difficulty!,sama,Sam Altman,3702,35,104,959
https://twitter.com/sama/status/1758193792778404192#m,"we'd like to show you what sora can do, please reply with captions for videos you'd like to see and we'll start making some!",sama,Sam Altman,30328,1007,2278,15086
https://twitter.com/sama/status/1758193609927721350#m,"here is sora, our video generation model:  openai.com/sora  today we are starting red-teaming and offering access to a limited number of creators.  @_tim_brooks @billpeeb @model_mechanic are really incredible; amazing work by them and the team.  remarkable moment.",sama,Sam Altman,26078,2395,4453,1716
https://twitter.com/OpenAI/status/1757469997742666052#m,"We’re testing ChatGPT's ability to remember things you discuss to make future chats more helpful.   This feature is being rolled out to a small portion of Free and Plus users, and it's easy to turn on or off. https://openai.com/blog/memory-and-new-controls-for-chatgpt",sama,OpenAI,6235,439,1069,528
https://twitter.com/sama/status/1756736729460220251#m,"you have a right to your actions, but never to your actions' fruits.",sama,Sam Altman,14748,794,1600,1269
https://twitter.com/sama/status/1756729885215900006#m,you can grind to help secure our collective future or you can write substacks about why we are going fail,sama,Sam Altman,3587,128,377,354
https://twitter.com/sama/status/1756547355556598170#m,also roon is my alt,sama,Sam Altman,8531,262,350,572
https://twitter.com/sama/status/1756547250434744529#m,i don’t really know that much about this rumored compute thing but i do know @trevorycai is absolutely crushing the game and would love to answer your detailed questions on it. meanwhile @tszzl are hosting a party so i gtg.,sama,Sam Altman,2094,18,81,108
https://twitter.com/sama/status/1756495900095259054#m,"what a great movie, and great person",sama,Sam Altman,717,3,32,61
https://twitter.com/sama/status/1756342942267261429#m,chaotic good,sama,Sam Altman,6385,157,466,537
https://twitter.com/sama/status/1756089361609981993#m,openai now generates about 100 billion words per day.  all people on earth generate about 100 trillion words per day.,sama,Sam Altman,15316,696,1353,1213
https://twitter.com/sama/status/1756082765957890097#m,"one of the great pleasures in life is finding undiscovered talent, enabling them with high conviction, and watching them bend the trajectory of things",sama,Sam Altman,19327,221,1935,520
https://twitter.com/sama/status/1756072368236376171#m,vision pro is second most impressive tech since the iphone,sama,Sam Altman,35090,564,2423,1084
https://twitter.com/sama/status/1756055920805920925#m,unfathomably based,sama,Sam Altman,5778,41,309,166
https://twitter.com/sama/status/1755294743565930726#m,"we believe the world needs more ai infrastructure--fab capacity, energy, datacenters, etc--than people are currently planning to build.  building massive-scale ai infrastructure, and a resilient supply chain, is crucial to economic competitiveness.  openai will try to help!",sama,Sam Altman,13815,416,1185,952
https://twitter.com/sama/status/1754305404388131299#m,striking table and call for funding:  https://blog.jacobtrefethen.com/10-technologies-that-wont-exist-in-5-yrs/,sama,Sam Altman,3145,52,390,227
https://twitter.com/sama/status/1754172149378810118#m,gpt-4 had a slow start on its new year's resolutions but should now be much less lazy now!,sama,Sam Altman,12136,187,546,733
https://twitter.com/sama/status/1753250549045018728#m,where @Helion_Energy will soon start to install polaris:,sama,Sam Altman,3746,68,194,245
https://twitter.com/sama/status/1753200089865068755#m,"my brother founded a unicorn, ran it well for a long time, is an extremely accomplished investor, is terrible at all video games, and can only squat about 150 pounds.  maybe ""unicorn founder jack altman"" would be a more reasonable way to introduce him?",sama,Sam Altman,7886,65,219,249
https://twitter.com/sama/status/1753114353111314493#m,is there a word for feeling nostalgic for the time period you’re living through at the time you’re living it?,sama,Sam Altman,13017,476,722,2456
https://twitter.com/sama/status/1745135062746869844#m,"(there are incredibly useful GPTs in the store, but probably 'everything is waifus' runs away with it...)",sama,Sam Altman,1415,21,132,512
https://twitter.com/sama/status/1745135061731803571#m,the GPT store is live!  https://openai.com/blog/introducing-the-gpt-store  fun speculation last night about which GPTs will be doing the best by the end of today.,sama,Sam Altman,13851,607,2400,999
https://twitter.com/karpathy/status/1744179910347039080#m,"e/ia - Intelligence Amplification - Does not seek to build superintelligent God entity that replaces humans. - Builds “bicycle for the mind” tools that empower and extend the information processing capabilities of humans. - Of all humans, not a top percentile. - Faithful to…",sama,Andrej Karpathy,5668,222,804,374
https://twitter.com/sama/status/1743385970429563379#m,(a misguided attempt at stasis also leads to getting quickly run over by societies that choose growth.),sama,Sam Altman,1843,22,121,176
https://twitter.com/sama/status/1743385732147032262#m,"the fight for the future is a struggle between technological-driven growth and managed decline.  the growth path has inherent risks and challenges along with its fantastic upside, and the decline path has guaranteed long-term disaster.  stasis is a myth.",sama,Sam Altman,12439,306,1456,796
https://twitter.com/sama/status/1743095010080546921#m,“i’m on a 34-year bulk” -@jaltma eating a cupcake and piece of cake at the same time,sama,Sam Altman,3878,19,93,385
https://twitter.com/sama/status/1743080079515959364#m,"muslim and arab (especially palestinian) colleagues in the tech community i've spoken with feel uncomfortable speaking about their recent experiences, often out of fear of retaliation and damaged career prospects.  our industry should be united in our support of these colleagues;…",sama,Sam Altman,40882,679,5104,1807
https://twitter.com/sama/status/1739859434669756756#m,i’d bet even more true today!,sama,Sam Altman,12367,89,997,721
https://twitter.com/sama/status/1739360234832052641#m,(though experiment: at what rate should you be willing to borrow money to build a data center if extremely powerful ai is close at hand?),sama,Sam Altman,2143,73,152,370
https://twitter.com/sama/status/1739360233666023570#m,"‘when the capitalists have run out of ideas, the interest rates will go to zero’ seemed like a very interesting observation to me over most of the last decade.  but now i am interested in the inverse—when we have more and better ideas than ever before, what will happen to rates?",sama,Sam Altman,8246,101,629,624
